﹟,Glide ﹟,Start Date,End Date,Country,Area (km²),Source,Main Cause,Fatalities,Displaced,Severity,Flood impact index
3887,,12/17/11,12/22/11,Sri Lanka,"2,561",News,Heavy rain,0,11000,1,4.2
3884,,12/16/11,12/22/11,Philippines,"23,574",News,Tropical Storm Washi,957,1000,2,5.5
3891,,12/15/11,1/9/12,Angola,"45,583",News,Heavy rain,0,5500,1,6.1
3883,,12/13/11,12/17/11,New Zealand,"3,888",News,Torrential rain,0,100,2,4.6
3882,,12/12/11,12/17/11,Indonesia,"1,254",News,Torrential rain,0,42,1,3.9
3881,,11/29/11,12/22/11,Kenya,"9,789",News,Heavy rain,24,98000,1.5,5.5
3878,,11/27/11,11/30/11,Indonesia,"11,294",News,Heavy rain,0,500,1,4.7
3879,,11/27/11,12/22/11,Australia,"45,038",News,Heavy rain,1,60,1,6.1
3880,,11/27/11,12/2/11,South Africa,"15,385",News,Torrential rain,6,0,1.5,5.1
3877,,11/10/11,11/15/11,Philippines,"3,076",News,Torrential rain,0,30000,1.5,4.4
3874,,11/9/11,11/15/11,"Kenya,Somalia","41,010",News,Torrential rain,4,10000,1.5,5.6
3875,,11/9/11,12/20/11,Uganda,"22,325",News,Torrential rain,0,15000,1.5,6.1
3876,,11/9/11,12/22/11,Colombia,"57,194",News,Torrential rain,486,80000,2,6.7
3872,,10/26/11,10/29/11,Ghana,"9,830",News,Torrential rain,14,43000,1,4.6
3873,,10/26/11,11/1/11,Italy,"4,696",News,Torrential rain,7,0,2,4.8
3871,,10/10/11,11/1/11,"Mexico,Guatemala","311,971",News,Heavy rain,120,60000,2,7.2
3870,,10/8/11,10/10/11,Türkiye,"32,113",News,Torrential rain,3,0,1,5
3868,,10/1/11,10/10/11,China,"24,302",News,Tropical Storm Nesat,0,132300,1.5,5.6
3869,,10/1/11,10/2/11,Algeria,"288,785",News,Heavy rain,10,200,1,5.8
3867,,9/28/11,10/2/11,Philippines,"18,520",News,Tropical stroms Pendring and Nalgae,1,180000,2,5.3
3866,,9/5/11,10/2/11,India,"27,752",News,Monsoonal Rain,40,15000,1.5,6.1
3865,,8/28/11,9/8/11,Sudan,"21,720",News,Heavy rain,0,1000,1,5.4
3861,,8/27/11,9/13/11,United States of America,"252,913",News,,20,370000,2,7
3860,,8/26/11,9/8/11,Nigeria,"20,014",News,Torrential rain,20,3000,1.5,5.6
3859,,8/25/11,8/29/11,Pakistan,"47,599",News,Monsoonal Rain,71,300,2,5.7
3864,,8/25/11,9/13/11,India,"33,056",News,Monsoonal Rain,0,5000,1.5,6
3863,,8/20/11,9/8/11,"Uganda,Kenya","37,846",News,Heavy rain,31,0,1.5,6.1
3854,,8/15/11,10/2/11,"India,Nepal","40,942",News,Monsoonal Rain,158,70000,2,6.6
3855,,8/15/11,9/8/11,Kenya,"20,555",News,Heavy rain,8,4000,1.5,5.9
3856,,8/15/11,9/8/11,India,"50,117",News,Monsoonal Rain,7,11000,1.5,6.3
3857,,8/12/11,11/1/11,Pakistan,"32,667",News,Monsoonal Rain,434,660000,1.5,6.6
3852,,8/10/11,9/13/11,"India,Bangladesh","28,684",News,Monsoonal Rain,47,700000,2,6.3
3853,FL-2011-00071-VNM,8/10/11,11/15/11,"Cambodia,Viet Nam","13,467",News,Tropical Storm Monsoonal Rain,264,280000,2,6.4
3862,,8/10/11,9/8/11,Niger,"74,520",News,Heavy rain,7,5000,1.5,6.5
3849,,8/6/11,8/9/11,United States of America,"26,045",News,Torrential rain,2,100,1.5,5.2
3850,,8/5/11,1/9/12,Thailand,"96,786",News,Tropical Storms Monsoonal Rain,790,10000,2,7.5
3851,,8/5/11,8/9/11,Afghanistan,"27,921",News,Monsoonal Rain,6,20,1,5.1
3848,,8/3/11,8/9/11,"Dominican Republic,Haiti","28,022",News,Tropical Storm-Emily,3,7000,1.5,5.5
3858,,8/1/11,9/8/11,China,"1,215,862",News,Monsoonal Rain,22,50000,1.5,7.9
3847,,7/27/11,8/9/11,"Republic of Korea,Democratic People&#039;s Republic of Korea","17,841",News,Heavy rain,53,29000,2,5.7
3845,,7/23/11,8/9/11,"India,Nepal","85,510",News,Dam releases Monsoonal Rain,19,200000,1.5,6.4
3846,,7/23/11,7/29/11,Brazil,"129,795",News,Heavy rain,10,20000,1.5,6.1
3844,,7/22/11,7/29/11,Ghana,"55,103",News,Heavy rain,6,12571,1,5.6
3843,,7/21/11,7/29/11,Bangladesh,"19,192",News,Monsoonal Rain,6,10000,1.5,5.4
3839,,7/15/11,7/22/11,Nigeria,"103,000",News,Heavy rain,13,1000,1.5,6.1
3840,,7/15/11,7/22/11,Brazil,"200,669",News,Heavy rain,10,3000,1,6.2
3841,,7/15/11,7/22/11,Iran (Islamic Republic of),"15,700",News,Torrential rain,3,0,1,5.1
3842,,7/11/11,7/22/11,China,"1,341,347",News,Monsoonal Rain,6,1600000,1.5,7.4
3836,,7/2/11,7/6/11,"Dominican Republic,Haiti","43,197",News,Heavy rain,4,4000,1.5,5.5
3838,,7/2/11,7/22/11,Nepal,"46,388",News,Monsoonal Rain,15,0,1.5,6.2
3834,,7/1/11,7/22/11,India,"42,377",News,Monsoonal Rain,0,3000,1,6
3835,,7/1/11,7/22/11,India,"27,203",News,Monsoonal Rain,0,0,1,5.8
3837,,7/1/11,7/6/11,Mexico,"185,791",News,Tropical Storm Arlene,11,300000,1.5,6.2
3830,,6/28/11,6/29/11,Philippines,"6,362",News,Heavy rain,25,0,1.5,4.3
3833,,6/23/11,6/29/11,Lao People&#039;s Democratic Republic,"36,798",News,Tropical Storm Haima,6,0,1.5,5.6
3832,,6/20/11,7/6/11,"United States of America,Canada","16,001",News,Heavy rain,0,16000,2,5.7
3825,,6/18/11,6/21/11,India,"41,240",News,Torrential rain,5,0,1,5.2
3826,,6/18/11,6/21/11,Georgia,"26,866",News,Torrential rain,4,0,1,5
3827,,6/16/11,6/21/11,Pakistan,"31,965",News,Monsoonal Rain,0,0,1.5,5.5
3828,,6/15/11,6/21/11,China,"115,469",News,Heavy rain,0,2000,1.5,6.1
3829,,6/15/11,6/21/11,Côte d’Ivoire,"14,449",News,Heavy rain,0,500,1,5
3831,,6/15/11,6/29/11,"Russian Federation,China","189,593",News,Heavy rain,0,120,1,6.5
3824,,6/11/11,6/21/11,Australia,"98,203",News,Heavy rain,0,2000,1,6
3823,,6/8/11,6/13/11,Norway,"56,090",News,Heavy rain,0,0,1,5.5
3820,,6/5/11,6/21/11,Philippines,"71,701",News,Heavy rain,15,15000,1.5,6.3
3815,,6/4/11,7/29/11,United States of America,"23,538",News,Heavy rain,0,4600,1.5,6.3
3817,,6/4/11,6/13/11,"Haiti,Dominican Republic","1,115",News,Heavy rain,23,250,1,4
3818,,6/3/11,6/6/11,Algeria,"191,002",News,Heavy rain,4,0,1,5.9
3822,,6/2/11,6/13/11,Colombia,"236,087",News,Heavy rain,464,0,1.5,6.6
3816,,6/1/11,6/13/11,India,"20,807",News,Monsoonal Rain,4,500,1,5.4
3819,,6/1/11,7/6/11,Canada,"5,634",News,Heavy rain,0,700,1,5.3
3821,,6/1/11,6/29/11,China,"431,897",News,Monsoonal Rain,175,1600000,2,7.4
3814,,5/23/11,5/24/11,Serbia,"5,465",News,Torrential rain,0,5000,1,4
3813,,5/22/11,6/21/11,United States of America,"171,531",News,Heavy rain,1,1100,2,7
3810,,5/8/11,5/11/11,Brazil,"288,020",News,Torrential rain,2,15000,1.5,6.2
3811,,5/8/11,5/11/11,Philippines,"3,179",News,Tropical Storm Aere,10,0,1.5,4.3
3812,,5/4/11,6/9/11,"Canada,United States of America","5,274",News,Heavy rain,0,1300,2,5.6
3809,,5/1/11,6/9/11,United States of America,"239,421",News,Heavy rain,1,25000,2,7.3
3804,,4/23/11,4/25/11,Syrian Arab Republic,"7,089",News,Heavy rain,5,0,1,4.3
3808,,4/23/11,4/25/11,Indonesia,"9,767",News,Torrential rain,0,1800,1,4.5
3805,,4/21/11,4/25/11,Brazil,"306,994",News,Torrential rain,12,0,1,6.2
3802,,4/18/11,4/25/11,United States of America,"211,221",News,Torrential rain,3,0,1,6.2
3807,,4/15/11,4/25/11,Venezuela (Bolivarian Republic of),"37,649",News,Torrential rain,6,0,1,5.6
3803,,4/9/11,5/19/11,United Republic of Tanzania,"137,263",News,Heavy rain,8,9000,1.5,6.9
3800,,4/1/11,4/10/11,Indonesia,"17,352",News,Torrential rain,18,3000,1.5,5.4
3801,,4/1/11,4/19/11,"Kazakhstan,Russian Federation","213,195",News,Heavy rain,0,9000,1.5,6.8
3806,,4/1/11,5/19/11,Colombia,"270,434",News,Heavy rain,0,29000,1,7.1
3796,,3/31/11,4/1/11,Indonesia,"23,979",News,Heavy rain,0,400,1,4.7
3797,,3/31/11,4/1/11,Malaysia,"31,581",News,Heavy rain,0,4230,1,4.8
3794,,3/24/11,3/25/11,Malaysia,"7,361",News,Torrential rain,0,406,1.5,4.3
3795,,3/23/11,4/10/11,Thailand,"33,575",News,Heavy rain,59,84000,2,6.1
3793,,3/22/11,3/28/11,Australia,"4,650",News,Torrential rain,0,500,2,4.8
3798,,3/15/11,4/19/11,"Namibia,Angola","102,874",News,Heavy rain,62,10000,1.5,6.7
3789,,3/14/11,3/18/11,Philippines,"25,964",News,Torrential rain,9,14138,1.5,5.3
3792,,3/14/11,3/18/11,Australia,"114,051",News,Heavy rain,0,217,2,6.1
3790,,3/12/11,3/18/11,Brazil,"124,445",News,Heavy rain,10,31000,1.5,6.1
3787,,3/11/11,3/11/11,Japan,"4,767",News,Tsunami,10000,200000,2,4
3784,,3/10/11,3/11/11,Indonesia,"41,506",News,Torrential rain,12,750,1.5,5.1
3788,,3/10/11,3/11/11,"Lebanon,Syrian Arab Republic","2,307",News,Heavy rain,3,0,1,3.7
3785,,3/7/11,3/28/11,United States of America,"1,163,517",News,Heavy rain,1,0,1.5,7.6
3786,,3/7/11,3/28/11,Australia,"457,221",News,Monsoonal Rain,1,0,1,7
3791,,3/1/11,3/18/11,Namibia,"47,809",News,Heavy rain,0,4000,1,5.9
3783,,2/24/11,2/26/11,Indonesia,"4,198",News,Torrential rain,0,4000,1.5,4.3
3782,,2/14/11,2/26/11,"Bolivia (Plurinational State of),Peru","122,140",News,Torrential rain,3,10000,1.5,6.4
3779,FL-2011-000022-AFG,2/10/11,2/16/11,Afghanistan,"63,338",News,Snowmelt,25,3000,1,5.6
3781,,2/10/11,2/26/11,Peru,"135,202",News,Torrential rain,0,300,1,6.4
3776,,2/1/11,2/14/11,Sri Lanka,"19,891",News,Heavy rain,14,250000,1.5,5.6
3777,,2/1/11,2/4/11,Philippines,"44,522",News,Torrential rain,11,2000,1.5,5.4
3778,FL-2011-000019-LSO,2/1/11,2/16/11,Lesotho,"19,634",News,Heavy rain,26,5000,1,5.5
3780,FL-2011-000021-MYS,2/1/11,2/16/11,Malaysia,"36,530",News,Heavy rain,0,24000,1,5.8
3775,FL-2011-000020-BOL,1/30/11,1/31/11,Bolivia (Plurinational State of),"85,175",News,Torrential rain,31,500,1,5.2
3772,,1/28/11,1/31/11,New Zealand,"12,401",News,Tropical Storm Wilma,0,0,1.5,4.9
3774,FL-2011-000021-MYS,1/28/11,1/31/11,Malaysia,"62,168",News,Heavy rain,2,20000,1.5,5.6
3771,FL-2011-000014-SAU,1/26/11,1/31/11,Saudi Arabia,"30,362",News,Torrential rain,10,0,1.5,5.4
3773,,1/25/11,1/31/11,Philippines,"3,624",News,Torrential rain,0,32342,1.5,4.6
3770,,1/16/11,1/18/11,Indonesia,"10,403",News,Heavy rain,0,12000,1,4.5
3769,,1/7/11,1/10/11,Germany,"17,420",News,Heavy rain,0,0,1,4.8
3768,FL-2011-000003-LKA,1/5/11,1/18/11,Sri Lanka,"22,133",News,Monsoon Rain,23,325000,2,5.8
3765,,1/1/11,1/18/11,Philippines,"10,774",News,Heavy rain,53,10000,2,5.6
3766,FL-2011-000002- BRA,1/1/11,1/18/11,Brazil,"587,385",News,Heavy rain,665,100000,2,7.3
3767,FL-2011-000013-MOZ,1/1/11,2/4/11,"South Africa,Mozambique","134,636",News,Heavy rain,50,300,1.5,6.8
3764,,12/25/10,2/4/11,Australia,"911,256",News,Cylone Tasha Monsoon Rain,35,175000,2,7.9
3762,,12/19/10,12/28/10,United States of America,"355,568",News,Heavy rain,0,1000,1.5,6.7
3763,,12/17/10,12/28/10,Australia,"175,962",News,Heavy rain,0,0,1.5,6.5
3761,,12/14/10,12/20/10,Canada,"19,019",News,Torrential rain,0,1000,1.5,5.3
3760,,12/13/10,12/17/10,Ukraine,"23,547",News,Heavy rain,0,4000,1,5.1
3759,,12/8/10,12/17/10,Panama,"23,751",News,Torrential rain,10,2000,1.5,5.6
3758,,12/6/10,12/10/10,Spain,"22,050",News,Heavy rain,0,30,1,5
3756,FL-2010-000248-ALB,12/3/10,12/17/10,"Greece,Albania","27,315",News,Torrential rain,1,0,1,5.6
3755,FL-2010-000252-SRB,12/1/10,12/17/10,"Serbia,Montenegro","101,737",News,Heavy rain,3,30000,2,6.5
3753,,11/29/10,11/30/10,Morocco,"70,791",News,Torrential rain,30,0,2,5.5
3752,,11/27/10,12/20/10,Australia,"832,001",News,Heavy rain,5,3000,2,7.6
3754,,11/25/10,12/20/10,Venezuela (Bolivarian Republic of),"180,761",News,Torrential rain,30,60000,1.5,6.8
3749,,11/16/10,11/20/10,United Kingdom of Great Britain and Northern Ireland,"8,728",News,Heavy rain,0,0,1.5,4.8
3750,,11/15/10,12/20/10,Colombia,"1,140,146",News,Heavy rain,250,800000,1.5,7.8
3757,FL-2010-000249-IND,11/15/10,12/7/10,India,"57,475",News,Monsoon Rain,170,0,1.5,6.3
3748,,11/12/10,11/15/10,Belgium,"8,459",News,Heavy rain,3,0,1.5,4.7
3745,FL-2010-000253-LKA,11/11/10,11/27/10,Sri Lanka,"11,880",News,Monsoon Rain,2,300000,1.5,5.5
3746,,11/8/10,11/11/10,Italy,"18,726",News,Heavy rain,0,300,2,5.2
3742,TC-2010-000216-HTI,11/5/10,11/10/10,Haiti,"39,742",News,Hurricane Tomas,0,0,1.5,5.6
3747,,11/5/10,11/11/10,Ghana,"4,568",News,Heavy rain,0,2600,1.5,4.7
3738,FL-2010-000219-PHL,11/2/10,11/5/10,Philippines,"15,302",News,Torrential rain,9,0,1.5,5
3744,,11/2/10,11/5/10,Indonesia,"23,685",News,Heavy rain,15,0,1,5
3751,FL-2010-000241-VNM,11/2/10,11/27/10,Viet Nam,"45,584",News,Torrential rain,143,1000000,2,6.4
3740,,11/1/10,11/5/10,Costa Rica,"10,440",News,Torrential rain,17,1000,1.5,4.9
3743,,11/1/10,11/5/10,Malaysia,"44,793",News,Heavy rain,0,40000,1,5.4
3739,,10/30/10,11/5/10,Viet Nam,"33,660",News,Heavy rain,18,35000,1,5.4
3735,,10/16/10,10/19/10,Russian Federation,"7,523",News,Torrential rain,13,0,1.5,4.7
3736,,10/16/10,10/19/10,China,"24,954",News,Torrential rain,0,100000,1.5,5.2
3733,,10/15/10,10/21/10,Viet Nam,"109,614",News,Torrential rain,112,3000,1.5,6.1
3734,,10/15/10,10/19/10,Australia,"21,255",News,Heavy rain,0,0,1,5
3737,,10/10/10,11/15/10,Thailand,"3,874",News,Heavy rain,206,0,2,5.5
3731,,10/9/10,10/12/10,Australia,"4,896",News,Heavy rain,0,100,1.5,4.5
3729,,10/4/10,10/12/10,China,"3,978",News,Torrential rain,0,200000,2,4.9
3726,,10/2/10,10/6/10,Indonesia,"31,989",News,Torrential rain,84,0,1.5,5.4
3727,FL-2010-000194-VNM,10/2/10,10/12/10,Viet Nam,"11,137",News,Torrential rain,149,150000,1.5,5.3
3728,,10/1/10,10/6/10,Mexico,"23,270",News,Torrential rain,0,0,1,5.1
3732,,10/1/10,10/12/10,Bangladesh,"29,266",News,Heavy rain,15,500000,1.5,5.7
3741,,10/1/10,11/5/10,Chad,"8,249",News,Heavy rain,0,0,1.5,5.6
3724,,9/26/10,9/30/10,Uganda,"3,304",News,Heavy rain,0,600,1.5,4.4
3720,,9/25/10,9/28/10,Canada,"45,780",News,Heavy rain,0,720,2,5.6
3722,,9/22/10,9/30/10,United States of America,"3,873",News,Heavy rain,0,0,2,4.8
3723,,9/20/10,9/30/10,Thailand,"14,080",News,Torrential rain,2,0,1.5,5.4
3725,,9/20/10,9/30/10,Jamaica,"6,787",News,Tropical Storm Nicole,5,0,1.5,5
3717,,9/18/10,9/30/10,India,"38,538",News,Monsoon Rains,88,15000,1.5,5.9
3718,,9/18/10,9/20/10,India,"11,290",News,Monsoon Rains,0,0,1,4.5
3719,,9/18/10,9/20/10,Taiwan (Province of China),"6,726",News,Tropical Storm Fanapi,0,0,2,4.6
3721,,9/18/10,9/30/10,Mexico,"98,327",News,Tropical Storm Matthew,19,0,2,6.4
3715,,9/13/10,9/30/10,Nigeria,"8,695",News,Heavy rain,40,10000,1.5,5.4
3730,,9/12/10,11/15/10,Benin,"26,789",News,Heavy rain,272,2000,1.5,6.4
3716,,9/9/10,9/30/10,Bangladesh,"7,365",News,Monsoon Rains,0,140000,1.5,5.4
3711,,9/7/10,9/11/10,United States of America,"15,031",News,,8,0,1,4.9
3710,,9/5/10,9/28/10,India,"10,844",News,Torrential rain,0,12500,1,5.4
3713,,9/5/10,9/17/10,India,"12,556",News,Torrential rains,1,30000,1.5,5.4
3708,,9/1/10,9/15/10,Australia,"7,093",News,Heavy rain,0,10000,2,5.3
3712,,9/1/10,9/17/10,India,"15,952",News,Monsoon Rains,0,78000,1.5,5.6
3705,,8/26/10,9/1/10,Democratic People&#039;s Republic of Korea,306,News,Heavy rain,0,35000,1.5,3.5
3709,FL-2010-000176-MRT,8/19/10,8/21/10,Mauritania,"11,046",News,Torrential rain,0,4000,1.5,4.7
3707,,8/15/10,10/6/10,Mexico,"14,761",News,Tropical Storm,100,50000,2,6.2
3714,,8/15/10,9/17/10,Chad,"38,022",News,Heavy rain,24,70000,1.5,6.3
3702,,8/10/10,8/11/10,United States of America,"8,257",News,Torrential rain,1,1000,1,4.2
3700,,8/6/10,8/8/10,India,"145,020",News,Torrential rain,150,180,1.5,5.8
3703,,8/1/10,9/10/10,Niger,"619,078",News,Torrential rain,1,5000,2,7.7
3704,,8/1/10,9/1/10,Myanmar,"4,327",News,Torrential rain,0,20000,1,5.1
3706,,8/1/10,9/20/10,Sudan,"58,589",News,Torrential rain,0,57135,1.5,6.7
3696,FL-2010-000141-PAK,7/27/10,11/15/10,Pakistan,"129,692",News,Monsoonal Rain,1750,10000000,2,7.5
3697,,7/27/10,8/3/10,Afghanistan,"176,799",News,Torrential rain,65,180,1,6.2
3698,,7/27/10,8/8/10,Germany,"45,884",News,Torrential rain,15,3000,1.5,6
3699,,7/27/10,8/11/10,China,"442,536",News,Torrential rain,65,180,1.5,7
3701,,7/27/10,8/8/10,Democratic People&#039;s Republic of Korea,"51,189",News,Torrential rain,0,17000,1,5.8
3689,,7/25/10,7/25/10,United States of America,"214,908",0,,1,500,1,5.3
3690,,7/25/10,7/25/10,Nepal,"132,629",0,Heavy rain,12,0,1,5.1
3691,,7/23/10,7/25/10,Indonesia,"106,460",0,Heavy rain,21,15000,1,5.5
3692,,7/23/10,8/3/10,China,"1,049,485",0,Monsoonal Rain,1100,300000,2,7.4
3693,,7/23/10,7/25/10,Viet Nam,"68,319",0,Tropical Storm Chanthu,8,12400,1,5.3
3694,,7/23/10,7/25/10,Saudi Arabia,"346,153",0,Torrential rain,14,0,1,6
3687,,7/21/10,7/23/10,Pakistan,"14,177",0,Torrential rain,60,0,1.5,4.8
3688,,7/21/10,7/23/10,China,"10,513",0,Tropical Storm Chanthu,1,15000,1.5,4.7
3695,FL-2010-000145-BFA,7/21/10,7/25/10,Burkina Faso,"160,792",0,Heavy rain,14,20000,1,5.9
3680,,7/12/10,7/13/10,Japan,"78,652",0,Torrential rain,0,0,1,5.2
3682,,7/12/10,7/14/10,India,"192,749",0,Monsoonal Rain,0,5000,1,5.8
3686,,7/12/10,7/15/10,Philippines,"34,784",0,Tropical Storm Basyang,23,0,1.5,5.3
3677,,7/10/10,7/12/10,Saudi Arabia,"55,999",0,Torrential rain,7,85,1,5.2
3683,,7/10/10,8/11/10,Sudan,"100,439",0,Heavy rain,33,10000,1.5,6.7
3685,,7/10/10,7/15/10,Yemen,"176,264",0,Torrential rain,15,0,1.5,6.2
3681,,7/7/10,7/23/10,China,"235,548",0,Torrential rain,0,10000,1.5,6.8
3676,,7/6/10,7/13/10,China,"396,657",0,Torrential rain,15,0,1,6.5
3674,FL-2010-000125-IND,7/5/10,7/15/10,India,"147,437",0,Monsoonal Rain,98,523000,1,6.2
3675,FL-2010-000130-MDA,7/5/10,7/7/10,Republic of Moldova,"12,206",0,Heavy rain,0,2000,1,4.6
3673,,7/2/10,7/6/10,Canada,"86,590",0,Heavy rain,0,0,1.5,5.8
3678,,7/1/10,7/15/10,China,"575,176",0,Torrential rain,600,2400000,1,6.9
3679,,7/1/10,7/13/10,Bangladesh,"24,987",0,Monsoonal Rain,0,600000,1,5.5
3684,,7/1/10,7/14/10,Mexico,"68,347",0,Heavy  Rain,0,0,1.5,6.2
3671,TC-2010-000123-MEX,6/30/10,7/7/10,Mexico,"209,025",0,Tropical cyclone,6,50000,2,6.5
3672,FL-2010-000129-UKR,6/27/10,7/2/10,Ukraine,"34,504",0,Heavy rain,2,0,1.5,5.5
3668,,6/25/10,6/27/10,Taiwan (Province of China),"1,399",0,Torrential rain,0,0,1,3.6
3669,FL-2010-000118-CIV,6/25/10,6/27/10,Liberia,"183,842",,Torrential rain,12,0,1,5.7
3670,FL-2010-000121-DOM,6/25/10,6/27/10,Dominican Republic,"15,732",0,Torrential rain,0,0,1,4.7
3663,,6/22/10,6/26/10,Ghana,"150,908",0,Heavy rain,30,0,1,5.9
3664,,6/22/10,7/12/10,Romania,"56,733",0,Heavy rain,23,17500,2,6.4
3665,,6/22/10,6/26/10,Bosnia and Herzegovina,"28,642",0,Heavy rain,46,0,1,5.2
3666,,6/22/10,6/24/10,Pakistan,"9,326",0,Torrential rain,46,0,1,4.4
3667,FL-2010-000120-BRA,6/22/10,6/30/10,Brazil,"320,129",0,Heavy rain,50,150000,2,6.8
3661,,6/16/10,6/17/10,France,"7,700",0,Torrential rain,19,0,2,4.5
3662,FL-2010-000115-MMR,6/15/10,6/26/10,Myanmar,"94,870",0,Monsoonal Rain,60,0,1,6.1
3659,,6/11/10,6/11/10,United States of America,"12,235",0,Torrential rain,20,0,2,4.4
3660,,6/11/10,6/13/10,Spain,"6,135",0,Torrential rain,2,0,1.5,4.4
3658,TC-2010-000108-PAK,6/6/10,6/7/10,Pakistan,"59,029",0,Tropical cyclone,23,4000,1,5.1
3655,,5/29/10,5/31/10,Canada,"25,788",0,Heavy rain,0,0,1,4.9
3656,FL-2010-000107-PHL,5/29/10,6/1/10,Philippines,"22,340",0,Torrential rain,27,0,1,5
3657,,5/29/10,6/11/10,Hungary,"174,970",0,Heavy rain,0,3000,1,6.4
3654,,5/25/10,5/31/10,New Zealand,"25,183",0,Heavy rain,0,0,2,5.5
3652,TC-2010-000097-IND,5/18/10,5/24/10,India,"63,171",0,Heavy rain,27,50000,1,5.6
3653,TC-2010-000105-GTM,5/18/10,5/24/10,Guatemala,"68,697",0,Tropical cyclone,172,94000,2,6
3648,FF-2010-000094-CZE,5/15/10,5/24/10,Czechia,"121,759",,Heavy rain,12,0,2,6.4
3650,,5/15/10,6/26/10,India,"23,813",0,Monsoonal Rain,0,10000,1.5,6.2
3651,FL-2010-000122-CHN,5/15/10,6/28/10,China,"234,213",0,Monsoonal Rain,379,2370000,1.5,7.2
3645,,5/8/10,5/10/10,Indonesia,"24,519",0,Heavy rain,0,0,1,4.9
3646,,5/8/10,5/24/10,Kenya,"196,058",0,Heavy rain,100,70000,1.5,6.7
3647,,5/8/10,5/23/10,Pakistan,"6,707",0,Heavy rain,0,0,1,5
3649,FL-2010-000092-LKA,5/8/10,5/23/10,Sri Lanka,"19,208",0,Heavy rain,20,75000,1,5.5
3644,FL-2010-000087-TJK,5/6/10,5/8/10,Tajikistan,"23,137",0,Torrential rain,24,400,1,4.8
3642,,5/5/10,5/6/10,Yemen,"38,890",0,Torrential rain,7,0,1,4.9
3643,FL-2010-000086-AFG,5/4/10,5/14/10,Afghanistan,"65,811",0,Torrential rain,70,40000,1,5.9
3641,,5/1/10,5/4/10,United States of America,"79,124",0,Heavy rain,30,8000,1,5.5
3635,,4/20/10,4/22/10,Serbia,"13,990",0,Heavy rain,0,0,1,4.6
3638,,4/20/10,4/21/10,China,"19,904",0,Heavy rain,0,0,1,4.6
3636,,4/18/10,4/21/10,India,"13,472",0,Heavy rain,0,300,2,5
3637,,4/17/10,4/21/10,Cuba,"10,658",0,Heavy rain,0,84,1,4.7
3639,FL-2010-000077-NAM,4/16/10,4/21/10,Namibia,"64,628",0,Heavy rain,0,11000,1,5.6
3640,,4/16/10,5/2/10,Indonesia,"103,902",0,Heavy rain,0,0,1,6.2
3634,,4/12/10,4/13/10,Somalia,"50,278",0,Heavy rain,0,200,1,5
3632,FL-2010-000067-BRA,4/4/10,4/7/10,Brazil,"15,006",0,Torrential rain,400,0,1,4.8
3799,,4/1/10,5/24/11,"United States of America,Canada","46,208",News,Heavy rain,5,3600,2,7.6
3629,,3/27/10,3/31/10,United States of America,"240,302",0,Heavy rain,0,0,2,6.4
3630,,3/27/10,3/31/10,Latvia,"79,653",0,Snowmelt,0,0,1,5.6
3633,FL-2010-000070-BGD,3/27/10,4/7/10,Bangladesh,"7,063",0,Heavy rain,104,0,1,4.9
3628,,3/26/10,3/31/10,Russian Federation,"187,689",0,Snowmelt,0,0,1,6.1
3631,,3/26/10,3/31/10,Rwanda,"8,863",0,Heavy rain,4,0,1,4.7
3626,,3/24/10,3/26/10,India,"16,886",0,Monsoon Rain,0,0,1,4.7
3627,FL-2010-000063-IDN,3/24/10,3/26/10,Indonesia,"149,971",0,Torrential rain,0,25000,1,5.7
3624,FL-2010-000051-KAZ,3/11/10,3/26/10,Kazakhstan,"323,847",0,Heavy rain,43,5000,2,7
3622,,3/10/10,3/17/10,United States of America,"48,983",0,Heavy rain,0,0,1,5.6
3625,,3/10/10,3/24/10,United States of America,"1,015,176",0,Heavy rain,0,0,1,7.2
3620,,3/7/10,3/12/10,Uganda,"75,197",0,Heavy rain,0,20000,1,5.7
3621,,3/7/10,5/3/10,Kenya,"40,320",0,Torrential rain,26,2500,1.5,6.5
3619,,3/2/10,3/4/10,Peru,"57,890",0,Heavy rain,7,20,1,5.2
3616,FL-2010-000038-ZMB,3/1/10,3/17/10,Zambia,"85,512",0,Heavy rain,0,115,1,6.2
3617,FL-2010-000041-SOM,3/1/10,3/11/10,Ethiopia,"104,208",0,Heavy rain,0,16000,1,6.1
3618,FL-2010-000042-SRB,3/1/10,3/2/10,Serbia,"46,897",0,Heavy rain,0,4000,1,5
3623,FL-2010-000049-AGO,3/1/10,3/31/10,Angola,"274,099",0,Heavy rain,12,11500,1,6.9
3612,,2/28/10,3/2/10,France,"30,834",0,Storm Surge and Heavy Rai,48,500,2,5.3
3613,FL-2010-000037-HTI,2/28/10,3/2/10,Haiti,"3,836",0,Heavy rain,13,0,1,4.1
3615,,2/28/10,3/17/10,Australia,"431,682",0,Heavy rain,0,0,2,7.2
3611,,2/23/10,2/24/10,Spain,"98,474",0,Heavy rain,32,1200,1,5.3
3614,FL-2010-000046-MOZ,2/22/10,3/28/10,Mozambique,"26,372",0,Heavy rain,2,130000,1,6
3610,,2/19/10,2/20/10,Portugal,483,0,Torrential rain,32,0,2,3.3
3606,,2/15/10,2/16/10,Australia,"20,652",0,Torrential rain,0,0,2,4.9
3605,,2/14/10,2/15/10,Dominican Republic,"2,791",0,Torrential rain,0,150,1,3.7
